 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/15/2016


"Rank","Name","W","L","Pct"
"88","Nebraska","34","16-18","401","11.8"
"","Texas A&M","34","26-8","401","11.8"
"90","Wofford","32","15-17","378","11.8"
"91","Michigan St.","34","29-5","402","11.8"
"92","Stanford","30","15-15","355","11.8"
"93","Murray St.","31","17-14","367","11.8"
"","Sacramento St.","31","14-17","367","11.8"
"95","Kent St.","32","19-13","379","11.8"
"96","Morgan St.","31","9-22","368","11.9"
"97","James Madison","32","21-11","380","11.9"
"","Ohio","32","21-11","380","11.9"
"99","South Dakota St.","32","25-7","381","11.9"
"100","Texas St.","31","15-16","370","11.9"
"101","LSU","33","19-14","394","11.9"
"102","Purdue","34","26-8","406","11.9"
"103","Alabama St.","31","14-17","371","12.0"
"","Texas Tech","31","19-12","371","12.0"
"105","Delaware","30","7-23","360","12.0"
"","Arizona St.","32","15-17","384","12.0"
"","Charlotte","33","14-19","396","12.0"
"108","UNC Greensboro","32","14-18","385","12.0"
"109","Utah St.","31","16-15","373","12.0"
"","Oral Roberts","31","14-17","373","12.0"
"111","Ole Miss","32","20-12","386","12.1"
"112","Green Bay","35","23-12","423","12.1"
"113","Middle Tenn.","33","24-9","399","12.1"
"114","Youngstown St.","32","11-21","387","12.1"
"115","Montana St.","31","14-17","375","12.1"
"116","South Dakota","32","14-18","388","12.1"
"","Syracuse","32","19-13","388","12.1"
"118","Troy","31","9-22","376","12.1"
"119","Marist","30","7-23","364","12.1"
"","Eastern Ill.","30","13-17","364","12.1"
"121","Memphis","34","19-15","413","12.1"
"122","Purdue Fort Wayne","33","24-9","401","12.2"
"","Mt. St. Mary's","33","14-19","401","12.2"
"124","Portland","32","12-20","389","12.2"
"125","Colgate","30","13-17","365","12.2"
"126","Miami (OH)","33","13-20","402","12.2"
"","Fla. Atlantic","33","8-25","402","12.2"
"128","Southern California","33","21-12","403","12.2"
"","California","33","23-10","403","12.2"
"130","CSU Bakersfield","32","24-8","391","12.2"
"131","UCLA","32","15-17","392","12.3"
"","Towson","32","20-12","392","12.3"
"133","UC Irvine","34","25-9","417","12.3"
"134","Long Beach St.","35","20-15","430","12.3"
"135","Stetson","34","12-22","418","12.3"
"","Utah","34","26-8","418","12.3"
"137","Western Ill.","27","10-17","332","12.3"
"138","UT Martin","33","19-14","406","12.3"
"139","Montana","32","21-11","394","12.3"
"140","Northeastern","33","18-15","409","12.4"
"141","SMU","30","25-5","372","12.4"
"142","Louisiana Tech","32","23-9","397","12.4"
"143","Chattanooga","34","29-5","422","12.4"
"144","Coastal Caro.","30","19-11","373","12.4"
"145","SFA","32","27-5","398","12.4"
"","UMBC","32","7-25","398","12.4"
"147","Missouri","31","10-21","386","12.5"
"148","Jackson St.","35","20-15","436","12.5"
"149","UTRGV","30","8-22","374","12.5"
"150","FGCU","34","21-13","424","12.5"
"","La.-Monroe","34","20-14","424","12.5"
"152","Norfolk St.","33","17-16","412","12.5"
"153","Tennessee Tech","30","19-11","375","12.5"
"","UAB","32","26-6","400","12.5"
"155","UC Santa Barbara","31","18-13","388","12.5"
"156","Evansville","34","25-9","426","12.5"
"","Monmouth","34","27-7","426","12.5"
"","San Diego St.","34","25-9","426","12.5"
"159","Western Mich.","32","13-19","401","12.5"
"160","Oklahoma St.","32","12-20","402","12.6"
"161","Portland St.","31","13-18","390","12.6"
"162","Kansas","34","30-4","428","12.6"
"163","Winthrop","32","23-9","403","12.6"
"164","San Francisco","30","15-15","378","12.6"
"","Charleston So.","30","9-21","378","12.6"
"166","ETSU","34","23-11","429","12.6"
"167","Albany (NY)","32","24-8","404","12.6"
"168","Saint Francis (PA)","30","13-17","379","12.6"
"169","UTEP","33","19-14","417","12.6"
"170","Bowling Green","34","16-18","430","12.6"
"171","Loyola Chicago","32","15-17","405","12.7"
"","Illinois St.","32","18-14","405","12.7"
"173","Mercer","34","19-15","431","12.7"
"174","Mississippi St.","31","14-17","393","12.7"
"","Col. of Charleston","31","17-14","393","12.7"
"176","George Mason","32","11-21","407","12.7"
"177","Northern Ill.","33","21-12","420","12.7"
"178","Xavier","32","27-5","408","12.8"
"179","Valparaiso","33","27-6","421","12.8"
"180","McNeese","29","9-20","370","12.8"
"181","Missouri St.","32","13-19","409","12.8"
"","Iona","32","22-10","409","12.8"
"","Massachusetts","32","14-18","409","12.8"
"184","Rider","33","13-20","422","12.8"
"185","A&M-Corpus Christi","32","25-7","410","12.8"
"186","Arizona","33","25-8","423","12.8"
"","Virginia Tech","33","19-14","423","12.8"
"","Fairleigh Dickinson","33","18-15","423","12.8"
"189","La Salle","31","9-22","398","12.8"
"","Arkansas St.","31","11-20","398","12.8"
"191","Elon","32","16-16","411","12.8"
"192","Marshall","33","17-16","424","12.8"
"193","Eastern Mich.","33","18-15","425","12.9"
"","Maryland","33","25-8","425","12.9"
"","Baylor","33","22-11","425","12.9"
"196","Ohio St.","34","21-13","438","12.9"
"197","Louisiana","31","17-14","400","12.9"
"198","Morehead St.","32","20-12","413","12.9"
"199","FIU","32","13-19","414","12.9"
"200","Northern Ariz.","30","5-25","389","13.0"
"201","NJIT","31","17-14","402","13.0"
"202","Bethune-Cookman","32","14-18","415","13.0"
"","Oklahoma","32","25-7","415","13.0"
"204","Lehigh","32","17-15","416","13.0"
"","Florida St.","33","20-13","429","13.0"
"206","Navy","33","19-14","430","13.0"
"","UNC Asheville","33","22-11","430","13.0"
"208","Omaha","31","18-13","404","13.0"
"","Denver","31","16-15","404","13.0"
"210","Lafayette","30","6-24","391","13.0"
"211","Dayton","32","25-7","418","13.1"
"212","Kennesaw St.","31","11-20","405","13.1"
"213","Saint Peter's","30","14-16","392","13.1"
"","Loyola Maryland","30","9-21","392","13.1"
"215","Rice","32","12-20","419","13.1"
"216","Cal St. Fullerton","30","10-20","393","13.1"
"217","UC Riverside","33","14-19","433","13.1"
"218","Southern Utah","29","5-24","381","13.1"
"219","Texas Southern","33","18-15","434","13.2"
"220","Fairfield","32","19-13","421","13.2"
"221","Coppin St.","31","9-22","408","13.2"
"222","Idaho St.","31","16-15","409","13.2"
"223","Mississippi Val.","34","7-27","449","13.2"
"224","Air Force","32","14-18","423","13.2"
"","North Dakota","32","17-15","423","13.2"
"","Indiana St.","32","15-17","423","13.2"
"","Hawaii","32","27-5","423","13.2"
"228","VMI","30","9-21","397","13.2"
"229","Western Ky.","34","18-16","450","13.2"
"230","Nevada","32","19-13","424","13.3"
"","East Carolina","32","12-20","424","13.3"
"232","Tulane","34","12-22","451","13.3"
"","Weber St.","34","26-8","451","13.3"
"","Vermont","34","21-13","451","13.3"
"235","Alabama","33","18-15","438","13.3"
"236","Cornell","28","10-18","372","13.3"
"237","Utah Valley","30","12-18","399","13.3"
"238","Gardner-Webb","33","17-16","439","13.3"
"239","IUPUI","32","13-19","426","13.3"
"240","Penn","28","11-17","373","13.3"
"241","Yale","28","22-6","374","13.4"
"242","Wagner","32","22-10","428","13.4"
"243","Southern Miss.","29","8-21","388","13.4"
"244","UMKC","31","12-19","415","13.4"
"245","Georgetown","33","15-18","442","13.4"
"","Colorado","33","22-11","442","13.4"
"247","Radford","31","16-15","416","13.4"
"248","Brown","28","8-20","376","13.4"
"249","Georgia","32","19-13","430","13.4"
"250","SIUE","28","6-22","377","13.5"
"251","Boston College","32","7-25","431","13.5"
"252","Furman","34","19-15","459","13.5"
"253","Bryant","31","8-23","420","13.5"
"254","Ball St.","33","20-13","448","13.6"
"","UT Arlington","33","23-10","448","13.6"
"256","Drake","31","7-24","421","13.6"
"257","New Mexico St.","34","23-11","462","13.6"
"258","UTSA","32","5-27","435","13.6"
"259","Detroit Mercy","31","16-15","422","13.6"
"","LIU Brooklyn","31","16-15","422","13.6"
"261","Saint Louis","32","11-21","436","13.6"
"","Boston U.","32","18-14","436","13.6"
"","Army West Point","32","19-13","436","13.6"
"264","Indiana","32","25-7","437","13.7"
"265","San Diego","30","9-21","410","13.7"
"266","Buffalo","34","20-14","465","13.7"
"267","Pacific","28","8-20","383","13.7"
"268","Southern Ill.","32","22-10","438","13.7"
"269","N.C. A&T","32","10-22","439","13.7"
"270","Tennessee St.","31","20-11","426","13.7"
"271","South Carolina","33","25-8","454","13.8"
"272","Northern Colo.","31","10-21","427","13.8"
"273","The Citadel","32","10-22","441","13.8"
"274","Samford","33","14-19","455","13.8"
"275","Bucknell","30","17-13","414","13.8"
"276","Auburn","31","11-20","428","13.8"
"","San Jose St.","31","9-22","428","13.8"
"","American","31","12-19","428","13.8"
"279","Liberty","32","13-19","442","13.8"
"","St. Francis Brooklyn","32","15-17","442","13.8"
"281","Rutgers","32","7-25","443","13.8"
"","North Texas","32","12-20","443","13.8"
"283","Seton Hall","33","25-8","457","13.8"
"284","Central Conn. St.","29","4-25","402","13.9"
"","Southeast Mo. St.","29","5-24","402","13.9"
"286","N.C. Central","32","13-19","444","13.9"
"287","Lipscomb","33","12-21","458","13.9"
"288","Fordham","30","17-13","417","13.9"
"289","Duquesne","32","16-16","445","13.9"
"290","Delaware St.","32","7-25","446","13.9"
"291","Kansas St.","33","17-16","460","13.9"
"292","Binghamton","30","8-22","419","14.0"
"293","Hampton","31","21-10","433","14.0"
"294","CSUN","30","10-20","420","14.0"
"","West Virginia","34","26-8","476","14.0"
"","Austin Peay","35","18-17","490","14.0"
"297","Washington","33","19-14","463","14.0"
"298","USC Upstate","32","10-22","449","14.0"
"299","UNLV","33","18-15","466","14.1"
"300","Belmont","31","20-11","438","14.1"
"301","Robert Morris","32","10-22","454","14.2"
"302","Washington St.","31","9-22","440","14.2"
"303","Presbyterian","31","11-20","441","14.2"
"304","UC Davis","30","11-19","427","14.2"
"305","Manhattan","31","13-18","442","14.3"
"306","Alcorn","30","15-15","429","14.3"
"307","Chicago St.","32","4-28","458","14.3"
"308","Dartmouth","28","10-18","401","14.3"
"309","Grambling","30","7-23","430","14.3"
"310","Cleveland St.","32","9-23","459","14.3"
"311","Longwood","33","10-23","474","14.4"
"312","Western Caro.","33","16-17","475","14.4"
"313","Niagara","32","7-25","461","14.4"
"314","TCU","33","12-21","478","14.5"
"315","Harvard","30","14-16","436","14.5"
"316","Central Ark.","28","7-21","407","14.5"
"","Northwestern St.","28","8-20","407","14.5"
"318","Wake Forest","31","11-20","451","14.5"
"319","Lamar University","30","11-19","439","14.6"
"320","South Alabama","33","14-19","483","14.6"
"321","UCF","30","12-18","440","14.7"
"","Houston Baptist","33","17-16","484","14.7"
"323","South Fla.","33","8-25","485","14.7"
"","Marquette","33","20-13","485","14.7"
"325","Sacred Heart","30","12-18","442","14.7"
"326","Eastern Ky.","31","15-16","457","14.7"
"327","DePaul","31","9-22","458","14.8"
"","Savannah St.","31","16-15","458","14.8"
"329","Appalachian St.","31","9-22","462","14.9"
"330","Howard","32","12-20","477","14.9"
"331","Idaho","33","21-12","494","15.0"
"332","Prairie View","31","7-24","465","15.0"
"333","New Orleans","30","10-20","452","15.1"
"334","UIC","30","5-25","453","15.1"
"335","Southeastern La.","33","12-21","504","15.3"
"336","New Mexico","32","17-15","489","15.3"
"337","Quinnipiac","30","9-21","459","15.3"
"338","St. John's (NY)","32","8-24","491","15.3"
"339","Ark.-Pine Bluff","33","8-25","516","15.6"
"340","Seattle U","30","14-16","471","15.7"
"341","Nicholls St.","34","11-23","534","15.7"
"342","UMES","32","10-22","512","16.0"
"343","Siena","34","21-13","546","16.1"
"344","Florida A&M","29","8-21","466","16.1"
"345","Maine","30","8-22","491","16.4"
"346","Bradley","32","5-27","548","17.1"
Reclassifying
"NR","Grand Canyon","32","26-6","390","12.2"
"NR","Incarnate Word","29","17-12","368","12.7"
"NR","Abilene Christian","31","13-18","418","13.5"
"NR","Northern Ky.","30","9-21","406","13.5"
"NR","UMass Lowell","29","11-18","455","15.7"

NCAA Men's Basketball
Division ITurnover Margin
Through Games 03/15/2016


"Rank","Name","GM","W-L","Opp TO","TO","Ratio"
"1","SFA","32","27-5","596","398","6.2"
"2","Wichita St.","33","25-8","507","325","5.5"
"3","Mt. St. Mary's","33","14-19","573","401","5.2"
"4","Green Bay","35","23-12","590","423","4.8"
"5","Fresno St.","34","25-9","510","364","4.3"
"6","West Virginia","34","26-8","617","476","4.1"
"7","VCU","34","24-10","525","389","4.0"
"8","High Point","32","21-11","466","341","3.9"
"9","UNCW","32","25-7","485","365","3.8"
"10","Tulsa","31","20-11","445","335","3.5"
"11","Little Rock","33","29-4","464","347","3.5"
"12","A&M-Corpus Christi","32","25-7","521","410","3.5"
"13","Ga. Southern","31","14-17","464","359","3.4"
"14","Boise St.","32","20-12","473","372","3.2"
"15","Eastern Mich.","33","18-15","529","425","3.2"
"16","Arkansas","32","16-16","457","357","3.1"
"17","CSU Bakersfield","32","24-8","490","391","3.1"
"18","Providence","33","23-10","482","380","3.1"
"19","The Citadel","32","10-22","538","441","3.0"
"20","Louisville","31","23-8","445","353","3.0"
"21","Butler","31","21-10","407","317","2.9"
"22","Illinois","34","15-19","454","357","2.9"
"23","Cincinnati","32","22-10","444","354","2.8"
"24","Omaha","31","18-13","491","404","2.8"
"25","Oregon","34","28-6","488","393","2.8"
"26","Loyola Marymount","31","14-17","437","352","2.7"
"27","Villanova","34","29-5","471","378","2.7"
"28","Iowa","31","21-10","407","323","2.7"
"29","UNC Asheville","33","22-11","519","430","2.7"
"30","Virginia","33","26-7","398","310","2.7"
"31","Morgan St.","31","9-22","450","368","2.6"
"32","Canisius","33","14-19","457","370","2.6"
"","Fairleigh Dickinson","33","18-15","510","423","2.6"
"34","Wright St.","35","22-13","489","397","2.6"
"35","Monmouth","34","27-7","515","426","2.6"
"36","Texas A&M","34","26-8","488","401","2.6"
"","Southern U.","34","22-12","469","382","2.6"
"38","Georgia St.","30","16-14","426","350","2.5"
"39","Richmond","32","16-16","406","327","2.5"
"40","Washington","33","19-14","541","463","2.4"
"41","Duke","33","23-10","402","326","2.3"
"42","North Carolina","34","28-6","447","371","2.2"
"43","Texas St.","31","15-16","439","370","2.2"
"44","Loyola Chicago","32","15-17","476","405","2.2"
"45","Columbia","31","21-10","405","337","2.2"
"46","Holy Cross","33","14-19","434","362","2.2"
"47","Ole Miss","32","20-12","455","386","2.2"
"48","Michigan","34","22-12","406","333","2.1"
"49","Jackson St.","35","20-15","511","436","2.1"
"50","Texas","32","20-12","400","332","2.1"
"","Louisiana Tech","32","23-9","465","397","2.1"
"52","Oregon St.","31","19-12","420","355","2.1"
"53","Long Beach St.","35","20-15","499","430","2.0"
"54","UNI","34","22-12","401","334","2.0"
"55","Houston","31","22-9","386","325","2.0"
"56","Temple","32","21-11","355","293","1.9"
"","Morehead St.","32","20-12","475","413","1.9"
"58","Memphis","34","19-15","477","413","1.9"
"59","Hartford","33","10-23","447","385","1.9"
"","LSU","33","19-14","456","394","1.9"
"61","South Dakota","32","14-18","447","388","1.8"
"62","Chattanooga","34","29-5","484","422","1.8"
"63","Jacksonville St.","31","8-23","387","331","1.8"
"64","Florida","34","20-14","448","387","1.8"
"65","Miami (OH)","33","13-20","461","402","1.8"
"66","Tennessee St.","31","20-11","481","426","1.8"
"67","Campbell","30","12-18","405","353","1.7"
"68","Col. of Charleston","31","17-14","446","393","1.7"
"69","Fordham","30","17-13","468","417","1.7"
"70","UTEP","33","19-14","473","417","1.7"
"71","Old Dominion","35","22-13","381","322","1.7"
"72","Stanford","30","15-15","405","355","1.7"
"","St. Bonaventure","30","22-8","395","345","1.7"
"74","Central Mich.","32","17-15","345","293","1.6"
"75","Sam Houston St.","34","18-16","455","400","1.6"
"76","Portland St.","31","13-18","439","390","1.6"
"","Manhattan","31","13-18","491","442","1.6"
"78","Northern Ill.","33","21-12","472","420","1.6"
"79","Nebraska","34","16-18","454","401","1.6"
"80","Eastern Ill.","30","13-17","410","364","1.5"
"81","Hawaii","32","27-5","472","423","1.5"
"82","BYU","33","23-10","433","383","1.5"
"","UT Arlington","33","23-10","498","448","1.5"
"84","Princeton","28","22-6","362","320","1.5"
"85","Jacksonville","32","16-16","413","366","1.5"
"","North Dakota","32","17-15","470","423","1.5"
"87","Syracuse","32","19-13","434","388","1.4"
"88","Cornell","28","10-18","412","372","1.4"
"89","New Orleans","30","10-20","494","452","1.4"
"90","Middle Tenn.","33","24-9","445","399","1.4"
"","Charlotte","33","14-19","442","396","1.4"
"92","Murray St.","31","17-14","410","367","1.4"
"","Clemson","31","17-14","358","315","1.4"
"94","Stony Brook","32","26-6","409","365","1.4"
"","Xavier","32","27-5","452","408","1.4"
"","UMBC","32","7-25","442","398","1.4"
"97","Saint Joseph's","34","27-7","389","344","1.3"
"98","Iona","32","22-10","451","409","1.3"
"99","Davidson","33","20-13","378","335","1.3"
"100","Kentucky","34","26-8","420","376","1.3"
"101","Southern Ill.","32","22-10","479","438","1.3"
"102","Portland","32","12-20","429","389","1.3"
"103","South Carolina","33","25-8","495","454","1.2"
"104","Denver","31","16-15","441","404","1.2"
"105","Wisconsin","32","20-12","389","351","1.2"
"106","UNLV","33","18-15","504","466","1.2"
"107","Robert Morris","32","10-22","490","454","1.1"
"108","Prairie View","31","7-24","499","465","1.1"
"109","Illinois St.","32","18-14","440","405","1.1"
"","North Dakota St.","32","20-12","374","339","1.1"
"111","Tennessee","34","15-19","417","380","1.1"
"","UConn","34","24-10","415","378","1.1"
"113","Creighton","33","19-14","417","382","1.1"
"114","Alabama St.","31","14-17","402","371","1.0"
"115","Samford","33","14-19","487","455","1.0"
"116","Miami (FL)","32","25-7","372","341","1.0"
"","Wagner","32","22-10","459","428","1.0"
"118","LIU Brooklyn","31","16-15","452","422","1.0"
"","Minnesota","31","8-23","384","354","1.0"
"120","Norfolk St.","33","17-16","442","412","0.9"
"121","Kansas","34","30-4","458","428","0.9"
"","Mississippi Val.","34","7-27","479","449","0.9"
"123","Rhode Island","32","17-15","397","369","0.9"
"124","Gardner-Webb","33","17-16","467","439","0.8"
"125","Arizona St.","32","15-17","411","384","0.8"
"","Iowa St.","32","21-11","397","370","0.8"
"127","Coppin St.","31","9-22","434","408","0.8"
"128","Baylor","33","22-11","452","425","0.8"
"129","Texas Tech","31","19-12","396","371","0.8"
"130","Akron","35","26-9","409","381","0.8"
"131","NJIT","31","17-14","425","402","0.7"
"132","Colgate","30","13-17","387","365","0.7"
"133","Fairfield","32","19-13","444","421","0.7"
"134","ETSU","34","23-11","453","429","0.7"
"135","Florida St.","33","20-13","452","429","0.7"
"136","Oakland","32","21-11","393","371","0.7"
"137","Savannah St.","31","16-15","479","458","0.7"
"138","Cal Poly","30","10-20","328","308","0.7"
"139","Drexel","31","6-25","365","345","0.6"
"140","Youngstown St.","32","11-21","407","387","0.6"
"141","Albany (NY)","32","24-8","423","404","0.6"
"142","Western Caro.","33","16-17","493","475","0.5"
"143","Toledo","32","17-15","390","373","0.5"
"144","Marshall","33","17-16","441","424","0.5"
"145","South Carolina St.","34","19-15","417","400","0.5"
"146","Penn St.","32","16-16","376","361","0.5"
"","Montana","32","21-11","409","394","0.5"
"148","George Washington","33","23-10","389","374","0.5"
"149","Troy","31","9-22","390","376","0.5"
"150","Northwestern","32","20-12","345","331","0.4"
"151","Eastern Wash.","32","17-15","381","368","0.4"
"152","Kansas St.","33","17-16","473","460","0.4"
"153","Air Force","32","14-18","435","423","0.4"
"","Chicago St.","32","4-28","470","458","0.4"
"155","Dartmouth","28","10-18","411","401","0.4"
"156","Mississippi St.","31","14-17","404","393","0.4"
"157","Evansville","34","25-9","438","426","0.4"
"158","Towson","32","20-12","403","392","0.3"
"159","Navy","33","19-14","441","430","0.3"
"160","Eastern Ky.","31","15-16","467","457","0.3"
"161","TCU","33","12-21","488","478","0.3"
"162","Sacramento St.","31","14-17","376","367","0.3"
"163","South Dakota St.","32","25-7","390","381","0.3"
"164","Valparaiso","33","27-6","430","421","0.3"
"165","Southern California","33","21-12","411","403","0.2"
"166","Bethune-Cookman","32","14-18","422","415","0.2"
"167","Maine","30","8-22","497","491","0.2"
"168","UAB","32","26-6","406","400","0.2"
"","Nevada","32","19-13","430","424","0.2"
"","Rice","32","12-20","425","419","0.2"
"171","Hofstra","33","24-9","392","386","0.2"
"172","La Salle","31","9-22","403","398","0.2"
"173","Saint Mary's (CA)","33","28-5","318","315","0.1"
"","Virginia Tech","33","19-14","426","423","0.1"
"175","Lamar University","30","11-19","441","439","0.1"
"176","Pepperdine","31","18-13","351","349","0.1"
"177","Santa Clara","31","11-20","351","350","0.0"
"178","Stetson","34","12-22","417","418","0.0"
"179","Milwaukee","33","20-13","360","362","-0.1"
"180","Wofford","32","15-17","376","378","-0.1"
"181","William & Mary","31","20-11","329","331","-0.1"
"182","Charleston So.","30","9-21","376","378","-0.1"
"183","Pittsburgh","32","21-11","370","374","-0.1"
"184","VMI","30","9-21","393","397","-0.1"
"185","Kent St.","32","19-13","374","379","-0.2"
"186","Kennesaw St.","31","11-20","400","405","-0.2"
"187","UT Martin","33","19-14","400","406","-0.2"
"188","CSUN","30","10-20","414","420","-0.2"
"189","San Diego St.","34","25-9","419","426","-0.2"
"190","Seton Hall","33","25-8","450","457","-0.2"
"191","Southeast Mo. St.","29","5-24","395","402","-0.2"
"192","Oklahoma","32","25-7","407","415","-0.3"
"193","Detroit Mercy","31","16-15","414","422","-0.3"
"194","FGCU","34","21-13","415","424","-0.3"
"195","Tulane","34","12-22","441","451","-0.3"
"196","Marist","30","7-23","355","364","-0.3"
"","SMU","30","25-5","363","372","-0.3"
"198","Northeastern","33","18-15","399","409","-0.3"
"199","Massachusetts","32","14-18","398","409","-0.3"
"200","Idaho St.","31","16-15","398","409","-0.4"
"","Montana St.","31","14-17","364","375","-0.4"
"","Wyoming","31","13-18","335","346","-0.4"
"203","Northern Ariz.","30","5-25","378","389","-0.4"
"204","Boston College","32","7-25","419","431","-0.4"
"","Western Mich.","32","13-19","389","401","-0.4"
"206","North Florida","34","22-12","368","383","-0.4"
"","Buffalo","34","20-14","450","465","-0.4"
"208","Alabama A&M","29","11-18","328","341","-0.4"
"209","Utah Valley","30","12-18","385","399","-0.5"
"210","Missouri St.","32","13-19","394","409","-0.5"
"211","Lipscomb","33","12-21","442","458","-0.5"
"212","Lehigh","32","17-15","400","416","-0.5"
"213","UCLA","32","15-17","374","392","-0.6"
"214","Austin Peay","35","18-17","470","490","-0.6"
"215","Indiana","32","25-7","418","437","-0.6"
"","N.C. Central","32","13-19","425","444","-0.6"
"217","Presbyterian","31","11-20","422","441","-0.6"
"","Utah St.","31","16-15","354","373","-0.6"
"219","La.-Monroe","34","20-14","403","424","-0.6"
"220","Dayton","32","25-7","398","418","-0.6"
"221","Bucknell","30","17-13","395","414","-0.6"
"222","Rider","33","13-20","401","422","-0.6"
"223","Northwestern St.","28","8-20","389","407","-0.6"
"224","Furman","34","19-15","437","459","-0.6"
"","UC Irvine","34","25-9","395","417","-0.6"
"226","IUPUI","32","13-19","405","426","-0.7"
"","Delaware St.","32","7-25","425","446","-0.7"
"","East Carolina","32","12-20","403","424","-0.7"
"229","UC Davis","30","11-19","407","427","-0.7"
"230","Oral Roberts","31","14-17","352","373","-0.7"
"231","Saint Louis","32","11-21","414","436","-0.7"
"","Indiana St.","32","15-17","401","423","-0.7"
"233","Marquette","33","20-13","462","485","-0.7"
"234","St. John's (NY)","32","8-24","468","491","-0.7"
"235","Fla. Atlantic","33","8-25","378","402","-0.7"
"236","Tennessee Tech","30","19-11","353","375","-0.7"
"237","UTSA","32","5-27","411","435","-0.8"
"238","NC State","33","16-17","341","366","-0.8"
"239","Southern Utah","29","5-24","358","381","-0.8"
"240","Bowling Green","34","16-18","403","430","-0.8"
"241","Auburn","31","11-20","403","428","-0.8"
"242","Winthrop","32","23-9","377","403","-0.8"
"243","Grambling","30","7-23","405","430","-0.8"
"244","Louisiana","31","17-14","374","400","-0.8"
"245","Purdue Fort Wayne","33","24-9","373","401","-0.8"
"246","Yale","28","22-6","350","374","-0.9"
"247","Cleveland St.","32","9-23","431","459","-0.9"
"248","New Hampshire","31","19-12","330","359","-0.9"
"249","Howard","32","12-20","447","477","-0.9"
"250","Gonzaga","33","26-7","341","372","-0.9"
"251","Oklahoma St.","32","12-20","369","402","-1.0"
"252","Ohio St.","34","21-13","402","438","-1.1"
"253","Elon","32","16-16","377","411","-1.1"
"254","Lafayette","30","6-24","359","391","-1.1"
"255","Western Ill.","27","10-17","303","332","-1.1"
"256","San Francisco","30","15-15","345","378","-1.1"
"257","Florida A&M","29","8-21","434","466","-1.1"
"258","Colorado St.","34","18-16","357","395","-1.1"
"259","Alabama","33","18-15","401","438","-1.1"
"","UC Riverside","33","14-19","396","433","-1.1"
"261","James Madison","32","21-11","344","380","-1.1"
"262","Saint Francis (PA)","30","13-17","345","379","-1.1"
"263","McNeese","29","9-20","337","370","-1.1"
"264","Georgia Tech","33","19-14","329","367","-1.2"
"265","N.C. A&T","32","10-22","402","439","-1.2"
"266","Army West Point","32","19-13","398","436","-1.2"
"","St. Francis Brooklyn","32","15-17","404","442","-1.2"
"268","UMKC","31","12-19","378","415","-1.2"
"269","Saint Peter's","30","14-16","356","392","-1.2"
"270","Arizona","33","25-8","383","423","-1.2"
"271","North Texas","32","12-20","403","443","-1.3"
"272","Loyola Maryland","30","9-21","353","392","-1.3"
"273","San Jose St.","31","9-22","387","428","-1.3"
"274","Coastal Caro.","30","19-11","333","373","-1.3"
"275","Missouri","31","10-21","344","386","-1.4"
"","Arkansas St.","31","11-20","356","398","-1.4"
"277","Northern Colo.","31","10-21","384","427","-1.4"
"278","Southeastern La.","33","12-21","457","504","-1.4"
"279","Hampton","31","21-10","388","433","-1.5"
"280","SIUE","28","6-22","336","377","-1.5"
"281","South Alabama","33","14-19","433","483","-1.5"
"282","Ohio","32","21-11","331","380","-1.5"
"283","Southern Miss.","29","8-21","343","388","-1.6"
"284","Binghamton","30","8-22","371","419","-1.6"
"","Sacred Heart","30","12-18","394","442","-1.6"
"286","Radford","31","16-15","366","416","-1.6"
"287","Cal St. Fullerton","30","10-20","344","393","-1.6"
"288","Pacific","28","8-20","337","383","-1.6"
"289","Maryland","33","25-8","370","425","-1.7"
"290","Brown","28","8-20","329","376","-1.7"
"291","Liberty","32","13-19","388","442","-1.7"
"292","San Diego","30","9-21","359","410","-1.7"
"293","Vermont","34","21-13","392","451","-1.7"
"","Mercer","34","19-15","372","431","-1.7"
"295","Penn","28","11-17","323","373","-1.8"
"296","American","31","12-19","372","428","-1.8"
"297","Vanderbilt","33","19-14","326","386","-1.8"
"298","Nicholls St.","34","11-23","472","534","-1.8"
"299","Utah","34","26-8","355","418","-1.9"
"300","Belmont","31","20-11","380","438","-1.9"
"301","Boston U.","32","18-14","375","436","-1.9"
"302","Georgetown","33","15-18","376","442","-2.0"
"","Longwood","33","10-23","408","474","-2.0"
"304","Ball St.","33","20-13","381","448","-2.0"
"305","Idaho","33","21-12","426","494","-2.1"
"306","Rutgers","32","7-25","375","443","-2.1"
"","Duquesne","32","16-16","377","445","-2.1"
"308","Houston Baptist","33","17-16","411","484","-2.2"
"309","UTRGV","30","8-22","307","374","-2.2"
"310","Michigan St.","34","29-5","325","402","-2.3"
"311","Weber St.","34","26-8","373","451","-2.3"
"312","Colorado","33","22-11","365","442","-2.3"
"313","Ark.-Pine Bluff","33","8-25","438","516","-2.4"
"314","Bryant","31","8-23","346","420","-2.4"
"315","Texas Southern","33","18-15","355","434","-2.4"
"316","Alcorn","30","15-15","357","429","-2.4"
"317","California","33","23-10","321","403","-2.5"
"318","New Mexico St.","34","23-11","376","462","-2.5"
"","Western Ky.","34","18-16","364","450","-2.5"
"","Purdue","34","26-8","320","406","-2.5"
"321","DePaul","31","9-22","379","458","-2.5"
"322","Seattle U","30","14-16","393","471","-2.6"
"323","Georgia","32","19-13","342","430","-2.8"
"","USC Upstate","32","10-22","361","449","-2.8"
